Id,Review,Label,Label5,Label2,Label_Name
4234,"I´m quite disappointed in this course. First you should know that the first week doesn´t reflect at all the rest of the course in difficulty and in matter. As I was delighted by the first week presentation and way of explaining as soon I started the second week I was wondering what happen to the clear, concise examples and ideas presented in the first one. First The presentation of the following weeks is done by handwriting on software that give a very very poor graphic view. It´s BARELY READABLE ! It allows really smalls amounts of infos to be displayed. That could be redeemed by good explanations you may say but sadly it´s not the case most of the time. The examples are rarely connected to something real, numbers come up from ... nowhere. The level of difficulty could be challenging if you don´t have a bachelor of sciences like Math or Physics or Bio. It´s NOT A BEGINNER COURSE.To give more context I have done and succeed more 16 courses , 2 specializations, followed/audited about 3 others courses and that is the first time I´m giving a bad review. I´m sure the teachers put a lot of effort in doing the course , there is a lot subjects presented but I definitely suggest a change in the presentation to start then connect and fully explain examples. With some changes that course will fly high :)",1,0,0,Very Negative
4235,"Final project almost impossible to do with material taught. Also, each lecture comes with an additional spreadsheet that needs to be studied. Material taught doesn't match material tested.",2,1,0,Negative
4239,"Not very helpful for those with a solid statistical background. I prefer to use R to do the modeling things, while this course should talk more about pivot tables and existing useful financial functions which advantage over other statistical tools.",1,0,0,Very Negative
4243,Not enough detail and information provided in the lectures to undertake the final assessment.,1,0,0,Very Negative
4245,"Irrationally difficult and inexplicably sloppy. Having taken first ""Business Metrics for Data Driven Companies"" I had high hopes that it would be on the same level.Well, I was wrong. It was extremely messy, jumping around from definition to definition with little to no explanation and there was a general lack of motivation from professor Egger's part.Apart from week 1 that had some necessary basic knowledge of Excel, all of the next weeks' lessons were fast paced beyond a beginner's comprehension. By week 5 I had lost the motivation to go on and was only able to finish it through a great deal of trial and error on the quizzesI would not recommend it, unless you have some basic knowledge of the economic theories used in this lesson.",1,0,0,Very Negative
4249,"An absolutely dreadful course. The only things you'll end up studying are how to use the spreadsheets given and what the instructor was thinking when creating them... I can't figure out what, and there doesn't seem to be any way of finding out. The lectures were mostly stuff I learned at school and really quite easy, but I just have no idea what the final project has got to do with the lectures.",1,0,0,Very Negative
4250,All theory. Quizzes you were left with the task of answering questions based on models never seen or explained spent most time trying to make sense of them. Final project is almost a joke to try and decipher how to create from scratch based on the ones they provided in the quizzes. Its not a joke but it is very difficult when the actual excel and model making isnt part of the lectures.,2,1,0,Negative
4251,Good material but short explanation and no detail exercises and solution practices before the final test makes the test a bite hard to resolve.,3,2,1,Neutral
4257,if you do not have a background in statistics do not expect to pass this course,1,0,0,Very Negative
4263,"Course did not meet any of the expectations. Neither Excel nor the analysis part. Should have focused on one of the aspects to make it more stronger. In my opinion ""deviated"" & stressed too much on statistics and model building (regression, logistic regression etc.) but did not do justice to that also!",2,1,0,Negative
4266,"Though at the start of the program indicates no prerequisite I would suggest that you be familiar with Algebra and Stats. Most videos are of Dr. Egger writing out algebraic equations and discussing them, the excel component of Mastering data in excel come via pre-made calculators as attachments that you for the most part need to figure out on your own.If you do not have a good comfort level with stats then you will require more time to spend on understanding the spreadsheet and it’s use.It would be fantastic if Dr Egger could go through the spreadsheets as a part of the video and show a couple examples, hopefully revisions down the road !It was challenging but not impossible, and if you do not challenge yourself how much are you really learning?Best of luck!",3,2,1,Neutral
4273,Course only drilled down on specific aspects of excel that were inclined to regression analysis which is just one aspect used in business analysis,3,2,1,Neutral
4275,"I'm here learning Excel skills, but this course, especially week 2, does not teach Excel skills.",2,1,0,Negative
4280,"It is best to have a strong statistical background before taking this course. Lots of statistical calculations and procedures. If you don't have a strong background in statistics , there is a good chance you will get lost at some point in the course. There is no questions that the instructor of this course is an accomplished mathematician, I just found it hard to follow his lectures as he got deeper into various statistical aspects of the course.",2,1,0,Negative
4281,"nice syllabus overall with great exercises.wish it would teach more commonly used excel skills in business e.g. pivot tables, index-match, vlookup etc.lectures were a bit hard to follow (esp the mathy ones) - i'd suggest reworking the blackboard craft",3,2,1,Neutral
4282,Very hard to comprehend for 6 weeks. But could have been great.,3,2,1,Neutral
4283,This is more of an introduction to statistics lesson than one in excel... not what I had signed up for,1,0,0,Very Negative
4284,"Not done with the course yet, but I have to say it started out very well and organized. I was actually learning how to use excel in the first week WHILE the instructor was teaching. The later weeks, however, seem to be completely different. They're disorganized and I'm struggling to see how the material correlates. It's as if I'm being bombarded with random topics, in addition to the fact that the instructor literally stops using excel to teach. After week 1, lessons are just random notes on a blackboard with a link at the end to the excel sheet in which the instructor has already prepared before with A LOT of info that you need familiarize yourself with solo. I had high hopes when I was done with the first week, but now I have to say I'm bored and demotivated!! (so far)",1,0,0,Very Negative
4286,"This course has nothing to do with Excel. It should be called ""Statistic and binary modelling with little use in excel"". If you except to learn about functions, pivot tabels, macros and the many other exciting features of excel, this is NOT the course for you.",1,0,0,Very Negative
4287,I dislike this course because I have to complete so many assignment in one week. Instructions could have improved and slides could have improved rather than using chalkboard. Sorry there are a number of times I have to rewatch the videos and still dont understand. Hence I even have to place myself in another slot because I could not finish the assignment. Please improve on this module so that it is more enjoyable for learners who really want to learn. Thank you.,1,0,0,Very Negative
4289,"Very little to do with Excel, mostly focused on statistics with brief overviews of how things could be done within Excel, but very little focus on actual Excel use and knowledge.",2,1,0,Negative
4290,"This course is only supported by a course of data analytics. It should clearly state that advanced statistics is a prerequisite knowledge. I expected to learn advanced excel techniques, not to be required to know statistic models to apply.",2,1,0,Negative
4293,Not so good. The course explains mathematical models and Excel applications but both are not detailed. There are many mistakes in PPTs and assignments.,3,2,1,Neutral
4295,Getting more theoretical and less practical application on Excel application. Advanced Data interpretation and solving methods information can be included.,3,2,1,Neutral
4299,The second test should be compulsory for also the non-paying students!,3,2,1,Neutral
4301,"The instructor should spend more time putting equations and concepts into concept, and tying them together. It often felt like values and questions were arbitrary. This is less about master data analysis in Excel, and more about gaining ground in a few key concepts, so the title is misleading as well.",3,2,1,Neutral
4303,"I did learn a few helpful tips for analyzing data with excel - particularly how to do a regression analysis in excel which is something I didn't know and is not intuitive. But for a course that is supposed to teach you how to analyze data in excel, there are actually very few lectures that actually show you how to do anything in excel. So much time is spent on how to calculate stuff by hand, without even mentioning how it translates to excel. Also the lectures have a lot of errors that were not corrected in a professional way. Just a random slide put in as an afterthought. The lectures got a bit disorganized towards the end, like the professor was in a rush and then forgot to relate everything to actual business analysis. The final project was especially difficult as not much was explained - I had to read the forums to figure out what I was actually supposed to do.",2,1,0,Negative
4306,This course is very challenging. I may not have had the proper background in mathematics to full absorb the material. Similarly I may have to busy of a lifestyle to have properly focused on this class.,3,2,1,Neutral
4308,"It's more statistics than Excel itself, wich is good but I think the name doesn't fit to it",3,2,1,Neutral
4309,inclination was more towards concept than excel,3,2,1,Neutral
4311,"This course was tough, but I dont mind a challenge. But what I found frustrating about this course was that first the quizzes were often inconsistent with the lecture material, the TA's were less helpful than my fellow classmates (without whom I would not have made it through the course) and the final was an IMMENSE challenge that took over my life for about 1 week - despite the calculation by the instructors that it would take 6-8 hours. I did give it a few stars because I honestly did learn things I did not know, and I understand the value of the application of what was taught for modern businesses. I have been informed that the course is being reviewed by the instructors for strengthening and I 100% agree with that direction.",2,1,0,Negative
4312,"Beware this course, especially if you are new to this area (despite what the course/specialization says). There are very few examples to clarify and illustrate the different topics of the course, but what's worse is that the assignments are almost completely divorced from the instructional videos; the assignments and especially the final project are much more complicated than anything presented in the instructional videos, so there is no knowledge basis from which the student can operate to complete the assignments/projects satisfactorily or smoothly.I am extremely dissatisfied and wish I hadn't paid for this specialization. Beware.",2,1,0,Negative
4314,Title misleading. Never ever a beginners course.,1,0,0,Very Negative
4315,"The concepts here are useful and Mr. Egger is a knowledgeable instructor but 1) this class is really about gathering information with Excel as the tool - you aren't learning anything about Excel functionality, so the title of this course is really misleading if you just want to become a stronger user in Excel 2) there is a huge disconnect between the video lessons and the excel worksheets used to complete the assignments and since many previous reviewers mentioned this, it seems like that's not going to change. 3) the disconnect between the lessons and the assignments wouldn't be an issue if the instructor could be bothered to respond to forum questions. Mine sat unanswered for 5 days as the deadline passed. You are NOT going to get support if you dont understand something.",1,0,0,Very Negative
4316,Really unhappy with how difficult and over complicated it is. I came here to learn about Excel. Pivot tables? functions? The course really loses focus and its unfortunate that I am now stuck here and cannot continue the entire specialization.,1,0,0,Very Negative
4317,"The title is misleading .This course has a little to do with excel , you could get some mathematical information but I do not think you will master anything",2,1,0,Negative
4318,"PROS:- Classification lecture is good;-Weekly assignments are challenging enoughCONS- No slides provided. Professor draws on an eletronic chalkboard (with a very bad handwriting) and you need to keep going back to videos when you are doing the homework. For me, this shows lack of professionalism and laziness- Some excel sheets are provided. But they are very messy and badly formatted, matching the messy handwriting in the videos. AND, the instructions are for MAC! No instructions for PC are provided whatsoever. I never used MAC, so I had a very hard time!- Very few examples real examples are provided;- You learn math concepts, not Excel skills! Except for the LINEST function, which is very handy, BUT it's NOT TAUGHT in the videos. I had to google the function to learn it.- They say to complete each piece of the final assingment after you finish the respective week related to that piece. But they only say that as you start week 6!- The course doesn't provide sufficient material for the final assignment. You get stuck without knowing how to get to answers;- Some answers to the final assignment are not correct, you check the answer sheet, and the results aren't present in the test!OVERALL:I'd never recommend this course to anyone. I only took it because I'm plannening to finish the specialization.I've taken several Online Courses (5+ on Excel), and this is the worst and most frustating one by far!",2,1,0,Negative
4319,The order and content of the lessons wasn't planned with sufficient care.,3,2,1,Neutral
4321,Quiz does not require hands-on experience of creating templates but rather simply plugging in numbers. Students may forget most of the content after finishing the quiz.,3,2,1,Neutral
4322,"Very poor lecture, I barely learn anything about excel from this course. The course title is quite mis-leading",1,0,0,Very Negative
4326,"When the instructor for the course expresses amazement at the level of difficulty people are expressing in the forums that tells you a lot about how out of touch he is with what he is teaching and what is really required prerequisite knowledge.There is minimal actual instruction in excel-most often concepts are taught much like Khan Academy, on a digital blackboard. Nothing inherently wrong with that but when your course title has the word 'EXCEL' in it one would reasonably expect the instructor to actually demonstrate using excel. Nope, not here.If you've never heard of linear regression or Bayes Theorem don't bother with this course. Honestly. While those things may be easy to explain without the math they are very difficult concepts to implement and a simple 10 minute video won't clear the fog.You absolutely will not 'master' data analysis with this course. I've used Excel for over 15 years, daily, and to have the gall to say your course will 'master' something with a few videos is misleading and deceptive.If it wasn't for the TA/Mentors who do the lions share of work in the forums answering questions and deciphering the questions so students can understand them this course would be an abysmal failure.If you're wanting to jump on the data analysis/ scientist bandwagon look elsewhere. i.e. EdX has a great course on a true introduction to data analysis that is more in line with people's impression of actually using excel in that context.Now, having bashed the course I do believe the instructor to be a very competent and knowledgeable individual, but I feel he's been in academia too long and has grown accustomed to teaching those who've been in school continuously and still have algebra/ stats fresh in their minds vs. those who need to brush away the cobwebs. The course in more on the level of a 201 and in certain parts 401 level but not 101.",1,0,0,Very Negative
4329,Misleading course name/title. Was expecting a course on using Excel. Forums were cluttered and not monitored often.,1,0,0,Very Negative
4335,It is very easy and unusefull course.,1,0,0,Very Negative
4336,could have lecture more.... the videos talks little about the spreadsheet provided,3,2,1,Neutral
4337,It's too advanced for people with no experience in statistics and sometimes too abstract to relate with,3,2,1,Neutral
4338,"Constants errors in explanations, made you work very hard to complete it. We typically work hard, the organization of this course my you to suffer. You will go to learn a lot like I do. (Final Grade 91.4%). Learn in this course can be frustrating, they will push to the water, you will need to dedicate a lot of time discuss course material with fellow learners, mentors, and instructors to learn how to swim to save your life.",2,1,0,Negative
4339,"Really wanted to take this class. Unfortunately, I believe it is more about advanced statistics then excel. It was advertised as a beginners class and that is not the case. I recommend having a significant knowledge of statistics before taking this course. I'm a 15 year senior level accounting executive and I was easily spending 10 to 15 hours a week plus watching the videos 3 or 4 times each in order to understand the content. It was very difficult to understand. Disappointing.",1,0,0,Very Negative
4340,Too difficult. The lessons go too fast.,2,1,0,Negative
4341,Not so comfortable with using Excel.,3,2,1,Neutral
4343,I found Week 2: Binary Classification really confusing. It was just not clear. Specifics were not given. Definitions were not given. Poorly instructed.,2,1,0,Negative
4344,It was an interesting course.,3,2,1,Neutral
4345,"The Course is fine, explanations and videos are a bit hard to follow at times.The final assessment is in my opinion very bad, as it i appears to me quite unrelated to the course it self. The lectures are quite abstract and the exam is a practical application of the concept.The instructions of the course also aren't very good as you need to do each part of the final project at the end of each week.I would strongly suggest to not take this course unless you have many spare hours.",3,2,1,Neutral
4346,"Poorly coordinated lectures. References to resources that are not provided. No response (at least, for days on end) when questions are posted on the forums",1,0,0,Very Negative
4348,"This is an advanced Statistics class. Learning was chaotic, confusing, and fast paced. Strong Mathematics skills required. As icing on the cake, there is an 8 hour project at the end of the course .. and they only tell you at the end that you should have been working on this all along! Not at all what I wanted to learn or find productive in the real world.",1,0,0,Very Negative
4350,"No relevance to specialisation. Do not expect to get through this if you have not taken multiple statistics courses at university level or higher maths. Barely any practical application, does not prepare you for final project.",1,0,0,Very Negative
4351,This course has a lot to do with math and statistics and I find it really hard to follow especially when it comes to the final project.,3,2,1,Neutral
4354,"Concepts are fantastic but the material developed to deliver the course is short of expectations, especially from a university. Excel sheets do not match what is demonstrated in video lectures, lots of confusion around how to complete tasks, quiz answer options not being correct, and missing Excel spreadsheets (e.g. video lecture says to refer to accompanying excel spreadsheet, but no spreadsheet available). Also, judging from past discussions by students, some inconsistencies around formulas being presented in video lectures versus assignment questions. could have been a great course, but the inconsistencies have made is very disappointing.",1,0,0,Very Negative
4355,"Interesting statistical concepts, and great theory. However, the lectures and the quizzes do not prepare the student well for the final project.",1,0,0,Very Negative
4357,Really confusing and struggled a lot. The course doesn't prepare you for the final project.,1,0,0,Very Negative
4359,The course doesn't prepare you for the final project.,1,0,0,Very Negative
4361,"The title is very misleading. Excel is an afterthought for this course; instead there is a heavy focus on statistics. The class claims to be for beginners, but that is clearly not the case, as it requires previous knowledge in inferential statistics and calculus.Excel is hardly used and is certainly not the focus; there are weeks where Excel is not used at all. There are no practice assignments, only quizzes.It's clear that this course is outdated and poorly maintained, as the videos refer to examples that are not included or content that was not presented.Needless to say, I will not be taking any other courses in this specialization.",1,0,0,Very Negative
4364,I found much of this material wasn't as applicable to excel analysis as hoped and didn't cover many of the analysis tools,2,1,0,Negative
4366,"It was hard to follow along with the lessons, because it was mainly present in formulas. More examples might help students relate the information better.",3,2,1,Neutral
4369,The course structure is not thoughtfully prepared. There is a lot of confusion around what the instructor wants to say. The practice quizzes and course content have no match whatsoever,1,0,0,Very Negative
4371,"This quickly became a statistics course, which although important was really difficult for me as I went in not expecting it.However, Dr. Egger is incredible! I think he's a fantastic and well-versed instructor in the Data & Analytics realm and am eager to find ways I can use what I've learned into practice at work.",3,2,1,Neutral
4373,This class required far too much independent study. The instructor did not provide enough instruction or reading material to complete the quiz each week. There was too much focus on the conceptual data with very little emphasis on practical application of the material.,2,1,0,Negative
4377,The class has great concept but it needs a bit more structure and change to hit its full potential.The Good:-The spreadsheets and exercises along with Quiz material. The project was also very informative.The Bad:- The video need to better explain how Area Under Curve and how the Credit model make sense. It was not very intuitive and I struggled for over 2 weeks to put the Project together due to this gap.But a worthwhile class with great potential. I am glad I took it.,3,2,1,Neutral
4379,Not enough practices for the unexperienced students.,3,2,1,Neutral
4380,The attendants might already have a good foundation of econometric and probability statistics before taking this course. Some definitions might be difficult to understand especially how it would be applied in real life.,3,2,1,Neutral
4382,"I am sorry to say this, but the tutorial could have been organzied in a much more serious way.I do not know how much time the Professors have put on preparation. But it gives me a ""sloppy"" impression!!! The class carries the name of University of Duke and 70 euros are charged, so I think the learners would reasonably expect to see that the teacher puts lots of time to organize the course structure, in order to efficiently give as much as information to the learners within limited time!For example, I believe nobody would not say that the Week 2 content on confusion matrix is very consistently explained. And this is just one example.",2,1,0,Negative
4384,"Content is not well organized, videos are disconnected from one another, explanations are not clear, spreadsheets contain vast information that is not explained anywhere. It is been quite difficult to follow through the course and I bet many students are giving up.",1,0,0,Very Negative
4386,Week 1 a little disapointing,2,1,0,Negative
4388,This course is doable if you have prior knowledge of probability and statistics. This is not for beginners and should therefore by reclassified as intermediate and above. I am sorry I enrolled in this course. I have truly hit a brick wall and can go no further...,2,1,0,Negative
4390,This course contains too few solid content.,2,1,0,Negative
4391,This is definitely not a course for beginners .,2,1,0,Negative
4393,Does not teach Excel very well while tryng to apply the basic usage instruction to not too difficult problems. The ability to interface with Excel after some knowledge of Python/R or other programming languages would be helpful in the Data Science programming that is increasingly being promoted.,2,1,0,Negative
4394,"While the first week touched on Excel and the equations can be used in Excel and have efficacy in regards to analyzing data, it feels as if the course emphasizes more on utilizing math than utilizing Excel. And according to my understanding, that was what I thought I was signing up for. So, it felt like a bait-and-switch to me.",2,1,0,Negative
4395,"Way too theoretical. This is Excel, not Information Theory....",3,2,1,Neutral
4397,To course got tougher every week while the lecture video is not cover everything.,2,1,0,Negative
4398,"this course is definitely NOT for beginners. you MUST have intermediate to advanced knowledge of statistics and math. I had to resort to google and khan academy extensively just to grasp the concepts in this course. This course also does not teach you everything about excel, let alone master it. you just refer to pre made excel sheets for quizzes. thats it. Good luck figuring those out.",1,0,0,Very Negative
4399,"In light of R or Python, doing statistical computing in excel is really time consuming and backward. The instruction might be OK, but I lost interest beginning of week 2 seeing how he build binary decision model in excel.",2,1,0,Negative
4405,"The importance of this course is huge. However, I did miss better explanation from some topics...",3,2,1,Neutral
4407,"Don't be fooled by how detailed and clear the first weeks videos are. The second thru the final weeks are lacking details and explanations and found myself lost during most of the videos. There were even a few typos and errors. Be ready to do a lot independent research and learning from other sources in order to complete the weekly quiz. I was unable to complete the final project of this course due to the lack of knowledge provided by the lecture videos and some of own research. I was hoping to complete the specialization for this, but it doesn't seem like this course provided me with enough to proceed.** The use of excel on the weekly basis was poorly integrated with the flow of the course.",1,0,0,Very Negative
4408,"I found this course too advanced for my level of familiarity with statistics. Its true that most basic stuff is covered to be fair, but the progression is very rapid.As I work long hours and other commitments I didn't have enough time to dedicate to study beyond the time needed just for this course. If I had been able to study an extra 10 hours a week practicing using the formulas then I'm sure I would have got more out of it.",2,1,0,Negative
4414,"The content of the course was good.However, I did not like the presentation of the material, moreover such a topic would need to be covered by a longer duration course.",2,1,0,Negative
4416,"I expected far more handy real life Excel examples, not to see a teacher speaking and writing stat formulas for hours.The idea of this course is very good, it has some room for improvement.",2,1,0,Negative
4420,"This course did not live up to its potential.The course should be retitled as an ""Intro to Statistics"" not learning functions and visualizations on excel.I still have three stars because I at least picked up some useful concepts from it.",3,2,1,Neutral
4421,Final project really hard,3,2,1,Neutral
4423,"Complex concepts (e.g., regression), which cannot be taught in such a short course format (I know from extensive prior training), are taught here in an arcane way. I don't know how students without prior knowledge on these topics (e.g., regression, ROC curve analysis) could possibly understand this when taught this way.Course is also in an 'early draft' mode, with plenty of mistakes in the videos/slides. The course (and specialization) really tarnishes - instead of enhancing - this institution's outside image and reputation.Really a deception; sorry I took this class and specialization, a complete waste of my time and money. The initial presentation was misleading (and I have found online many people sharing the same feeling).",1,0,0,Very Negative
4426,"Given this is the third (or fourth) iteration of this course, it's telling that the errors from the original release remain in the videos and quizzes. There are other, higher-quality Data Science MOOCs available.",1,0,0,Very Negative
4428,This course was over my head academically and I was able to glean very little from it.,3,2,1,Neutral
4429,"Too advanced, not enough Excel",1,0,0,Very Negative
4430,Not so relevant with real work.,3,2,1,Neutral
4433,"Probably the worst class I have ever taken on Coursera. The teacher asked us to do tons of things without explaining how and used tons of complicated math formulas without explaining what they were, what they did, or when and how to use them. There were also actual incorrect answers in the videos on occasion, so that even if you did do things correctly, you would think you were wrong and be confused, and there were a lot of inconsistencies between the spreadsheets used in the videos and the methods used to solve things compared to the actual spreadsheets given to us, which makes things pretty impossible to learn. If you're more advanced, it may be easier to find and understand the differences between the video and the spreadsheets, but the whole point of this class is that it is for beginners.",1,0,0,Very Negative
4435,"Great class, however I felt it was very heavy on statistics and math concepts versus how to use Excel for data analysis. I would've liked to see some strategies on how to analyze large datasets, look for trends, and clean up bad data.",3,2,1,Neutral
4442,I feel that the course does cover adequate topic to improve our mastery of data analysis in Excel. The course is more focus on the statistic and probability theory without giving adequate explanation on how to work on Excel.,2,1,0,Negative
4443,"good, but no material and lack of structure",3,2,1,Neutral
4445,Not for beginners as promised. You need strong statistical skills to understand it.,1,0,0,Very Negative
4448,"It's quite interesting, but definitely not a beginners one. I'm put off quite a bit by the exclusively financial examples",3,2,1,Neutral
4451,"I would like to have more example, it feels there is mostly theory. The quizzes were super easy, I dropped out at final project, I couldn't get through the first questions. The course (and especially the final project) requires a good basis in statistics beforehand.The assistants are super helpful and patient.",3,2,1,Neutral
4454,still needs a better way of explaining the diversity of the course,3,2,1,Neutral
4459,The course requires good knowledge of statistics as a pre-requisite.,1,0,0,Very Negative
4463,"Unfortunately, the material and lectures of this course fell short of my expectations. Lectures don't follow a logical path and are all over the place, and some concepts are not expanded as required. Overall, I believe they need to improve how the content is presented, and how it's applied in a real world context.",1,0,0,Very Negative
4464,"The lecture videos are not super helpful and the instruction and support for final project is somewhat lacking. You need a relatively solid background coming into doing the project beforehand. Just study the course material is not enough for you to complete your final project, in fact you need peer help or to read more materials to fully understand and finish the project. The quizzes compared to what is asked in the project is too simple and thus not constructive enough in the overall learning. Overall I would recommend you to have a solid background before proceed with this course if you want to improve your learning experiences.",2,1,0,Negative
4466,"Being honest, the lessons in the course are disconnected with the weekly tests, specially for the final exam. Professor Daniel Egger and his assistan MUST improve the lessons, including examples step by step specially for the multiple linear regression su",1,0,0,Very Negative
4469,"Very confusing stuff, need better clarification in course description and the way the material is transmitted to the student need to be reconsideredBut very well made and interesting.",2,1,0,Negative
4470,In the course info this is described as the first course in the series and that it requires no prior knowledge but the first week quiz contains questions referring to an equation 'discussed in the previous course'.,1,0,0,Very Negative
4471,after the second week I droped this course...I thought it will include excel and economics knowledge but was very wrong..,3,2,1,Neutral
4472,This course is mostly theory based and certainly not what i am expected!,2,1,0,Negative
4473,"Was very frustrated with this course. Does not have a strong emphasis on Excel skills and the statistics models provided seem to be randomly chosen and poorly explained. Quizzes were interesting, but time-consuming because of the necessary extra research outside of provided lectures.",1,0,0,Very Negative
4476,"This course is good, but I feel it's too difficult. It would be good to suggest 'optional' prerequisite course if there is any. Thanks Dr. Egger.",3,2,1,Neutral
4477,"I would have liked the class to be less theoretical, with more frequent explanations linking concepts to practical applications in daily / business life, in order to keep interest and motivation high and facilitate understanding and memorisation. It sure would help to enter this course with a certain background of probability. Those memories were too ancient in my case :-(",2,1,0,Negative
4487,Content not discussed in proper detail. Instructor skims over the concepts. Its difficult to follow.,2,1,0,Negative
4488,"The content is really interesting and useful. However, the way in which the lessons are organised I'd say is confusing. The professor explain you complex concepts like entropy or binary classification to continue with an excel worksheet. It's here where the issue relays, the excel files are filled and instead of learning by doing you have to figure out how the prof made the file. In consequence, the solution is always available.In my opinion, it'd be better if a raw data set is given and you build the model step by step from the scratch.",2,1,0,Negative
4492,Videos fine. Quizes impossible to understand unless you take previous courses and have time to go through forums and more extra staff. It takes a lot of time. Not suggested unless you have it.,2,1,0,Negative
4493,"The later part of the sessions lacks practical applicability and it is more abstract, that I find difficult to relate",3,2,1,Neutral
4495,I would not recommend this course. It was very poorly planned and seemed thrown together.,1,0,0,Very Negative
4498,"Course contents are rather deep which is good and makes it challenging. Explanations could be better and there should be more content on some topics for better understanding. Someone with background in statistics would find this course more useful than on who only has basic knowledge of statistics. Nevertheless, it inspired me to learn from other sources to fill the gaps in my understanding.",3,2,1,Neutral
4502,"The course gives you interesting analysis tools, but the title suggests you are going to learn new Excel tools, and you actually use it at a very low level.",3,2,1,Neutral
4505,"The whole course has very little about excel, rather about aweful a lot of data models. The course title is very misleading.",3,2,1,Neutral
4507,"Much work needs to be done on this course to make it friendly to learners. The quizzes and assignments do not align with what is taught in the lessons. Further, the content in the lessons does not even show or explain what is expected from the learning.I spent the majority of my time exploring the discussions to discover what I was supposed to be doing and the rest of it on Google teaching myself the concepts that were not taught in the course.",2,1,0,Negative
4508,"the course neither explains statistics properly, nor teaches how to use excel effectively, disappointed",1,0,0,Very Negative
4512,"If I could give it less than 1 star, I would. It wasn't an Excel class, rather it was a targeted business statistics class with only disjointed lectures and no benefit of textbook to actually help you learn. Lots of errors in the lectures and tests, and little to no support from course staff. Stay away! You won't regret it.",1,0,0,Very Negative
4519,"im in week 4 , cant master data analysis in Excel",1,0,0,Very Negative
4520,Not much explanatory,3,2,1,Neutral
4533,They have a lot of good material. It will probably be better the second time around.,3,2,1,Neutral
4534,"Very confusing lectures, he says you don´t have to have a basic level of excel to do the course but I didn´t find that true. Struggled through all of the lecture videos and the quizzes seemed to come out of left field.",1,0,0,Very Negative
4535,"Very poor material and instruction videos, with no logical flow or process.",1,0,0,Very Negative
4536,"The material is sort of interesting but there is not much hand-holding. I actually am an Excel beginner, and have merely an average grasp of mathematics. Before signing up, I read the prerequisites - there were none! It is advertised as a class for beginners, but I have found it beyond frustrating, and whats more I pre-paid for the specialization so this Excel class and the final project seem to be an utter waste of money without me going off to study Excel at length before trying the course again. Why not label it as an intermediate or higher class? I feel there should be a more obvious indication of the difficulty.",2,1,0,Negative
4537,good course,3,2,1,Neutral
4540,absolutely one of the worst courses... I am deleting it from my list.no slides make it harder to follow.,1,0,0,Very Negative
4542,"Too much material, that moved too fast. Wasn't opportunity for enough feedback and explanation. I say this as someone who went to Duke and has taken similar classes at Duke!",2,1,0,Negative
4545,"Warning: The lecture videos along will NOT be enough to prepare you for the final assignment! Be prepared to do your own research for the extra study materials. On the forum, many students said they had to drop out during the last week (probably without getting a refund!) because they were completely caught off guard by the huge knowledge gap between lectures and the final assignment. If you are determined to get the specialization certificate, you should definitely start the final assignment as early as possible. Don't wait until the last week or two!!",1,0,0,Very Negative
4546,"It has a lot of problems, including: Not so many lectures about excel itself - most of the time you will be watching videos about statistic methods. The lectures are very superficial, even though the quizzes and projects demand a lot of knowledge and time. The course seems to have a staff of one man: the professor of the course rarely replies (even though he did at the beginning of the session) and all the work seems to be done by his assistant, who tries his best, but ends up not coping with all the questions asked at the discussion forums.",2,1,0,Negative
4551,"Great idea. Unfortunately, the course is young and there were too many bugs to get past Week 2. Hopefully these will be finished my next session",2,1,0,Negative
4553,"Good intro and fundamentals, but focuses far too much on finance.",3,2,1,Neutral
4558,Really interesting course and material and a very good instructor. This would be a 5 stars course if it wasn't for the final project. During lessons some concepts of statistics were taken as known (which is okay). However the final project required to utilize a combination of all new learned material on a whole different level of difficulty compared to the preceding quizzes. I did not expect that jump in difficulty and enjoyed the course a lot but the final project just was a struggle.,3,2,1,Neutral
4561,"it is too complicated for me this courese, not very useful for daily work. but anyway i",3,2,1,Neutral
4562,Way too many abstract concepts that are not relevant to the challenges that I encounter in my day-to-day role. I wish this course would actually show me how to solve PRACTICAL business problems.The 2nd part of the course is not enjoyable at all. Sorry.,2,1,0,Negative
4564,"The course has some valuable information, however course materials and videos are not so helpful. If you already have some knowledge about statistics and excel, it will be a lot easier to follow the instructor's lectures, otherwise I don't feel how a beginner could really follow up on this course. Some topics are run through so quickly that they are confusing to students.",3,2,1,Neutral
4567,"Don't know how to apply the statistics and excel formula in real world situation. Besides, it becomes focus on approving statistics equation than teaching data analysis in excel",1,0,0,Very Negative
4571,"So many equations presented without explaining why these things work or how they are derived. I'm having a hard time seeing the relevance. Also, I learned a lot of these statistics in college and the explanations provided in these lessons actually confused me about things I already know. Very disappointed in this course. Especially since part 1 of the specialization was so good.",2,1,0,Negative
4572,Where is the course study material and are you providing a book on this subject and Excel? You have me lost.,1,0,0,Very Negative
4578,"The course name is very misleading. While overall it is not a bad course, I believe a lot of people come here expecting very different material. Let's just put it this way: Mastering Data Analysis (mostly things to do with probability) with occasional use of Excel. Do not expect to learn anything new in excel.",2,1,0,Negative
4580,"The transition is from easy to advanced. It gets really confusing, not sure if it's just me. I am not following the lessons anymore so I left the course.",2,1,0,Negative
4640,"Good course, gently showing an introduction. Had the playspeed at 1.25x the entire time though, otherwise they talked too slow.",3,2,1,Neutral
